"","RowID_","WellNam","County","State","LatDegr","LongDgr","SRS","DrllrTt","TruVrtc","DpthOfM","ElevtnG","LngthUn","MeasrdT","Temprtr","DrllngF","bht_c","WellDepth","MeasrDp","RprtdEl","CRS","coords_x1","coords_x2","BHT","StateID","API_14Dig","coords.x1","coords.x2","optional"
"1",11496,NA,"Allegany","NY",42.04208,-77.86255,"NAD83",4825,0,4810,2160,"ft",98,0,NA,36.67,1466.09,1466.09,658.37,"NAD83",759678.74,4659211.23,41.780866,"NY1","31003000050000",-77.86255,42.04208,TRUE
"2",11497,NA,"Allegany","NY",42.03843,-77.87785,"NAD83",5030,0,5032,2246,"ft",105,0,NA,40.56,1533.75,1533.75,684.58,"NAD83",758427.07,4658759.53,46.261628,"NY2","31003000060000",-77.87785,42.03843,TRUE
"3",11498,NA,"Allegany","NY",42.03885,-77.85204,"NAD83",5036,0,5032,2268,"ft",128,0,NA,53.33,1533.75,1533.75,691.29,"NAD83",760561.92,4658884.54,59.031628,"NY3","31003000070000",-77.85204,42.03885,TRUE
"4",11499,NA,"Allegany","NY",42.04861,-77.8408,"NAD83",4980,0,4991,2231,"ft",107,0,NA,41.67,1521.26,1521.26,680.01,"NAD83",761452.31,4660002.69,47.260511,"NY4","31003000090000",-77.8408,42.04861,TRUE
"5",11500,NA,"Allegany","NY",42.04504,-77.84863,"NAD83",4959,0,4897,2217,"ft",121,0,NA,49.44,1492.61,1492.61,675.74,"NAD83",760818.86,4659582.32,54.779127,"NY5","31003000100000",-77.84863,42.04504,TRUE
"6",11501,NA,"Allegany","NY",42.0603,-77.81522,"NAD83",5008,0,5008,2199,"ft",102,0,NA,38.89,1526.44,1526.44,670.26,"NAD83",763521.13,4661379.42,44.526483,"NY6","31003000120000",-77.81522,42.0603,TRUE
"7",11502,NA,"Allegany","NY",42.06068,-77.82258,"NAD83",4945,0,5021,2226,"ft",111,0,NA,43.89,1530.4,1530.4,678.48,"NAD83",762910.5,4661398.94,49.561735,"NY7","31003000130000",-77.82258,42.06068,TRUE
"8",11503,NA,"Allegany","NY",42.09152,-77.76411,"NAD83",5141,0,5146,2288,"ft",111,0,NA,43.89,1568.5,1568.5,697.38,"NAD83",767619.27,4665005.28,49.905553,"NY8","31003000140000",-77.76411,42.09152,TRUE
"9",11504,NA,"Allegany","NY",42.07804,-77.79221,"NAD83",4754,0,4816,2039,"ft",105,0,NA,40.56,1467.92,1467.92,621.49,"NAD83",765351.29,4663420.65,45.686478,"NY9","31003000150000",-77.79221,42.07804,TRUE
"10",11505,NA,"Allegany","NY",42.07873,-77.80134,"NAD83",4853,0,4941,2049,"ft",116,0,NA,46.67,1506.02,1506.02,624.54,"NAD83",764593.1,4663468.94,52.126178,"NY10","31003000160000",-77.80134,42.07873,TRUE
"11",11506,NA,"Allegany","NY",42.09028,-77.77923,"NAD83",4939,0,4933,2152,"ft",102,0,NA,38.89,1503.58,1503.58,655.93,"NAD83",766373.86,4664820.3,44.3248,"NY11","31003000170000",-77.77923,42.09028,TRUE
"12",11507,NA,"Allegany","NY",42.08182,-77.80669,"NAD83",4705,0,4705,1951,"ft",110,0,NA,43.33,1434.08,1434.08,594.66,"NAD83",764137.67,4663795.52,48.171169,"NY12","31003000180000",-77.80669,42.08182,TRUE
"13",11508,NA,"Allegany","NY",42.08189,-77.80024,"NAD83",4705,0,4708,1966,"ft",112,0,NA,44.44,1435,1435,599.24,"NAD83",764670.95,4663823.27,49.28883,"NY13","31003000190000",-77.80024,42.08189,TRUE
"14",11509,NA,"Allegany","NY",42.04572,-77.83361,"NAD83",5219,0,5302,2183,"ft",110,0,NA,43.33,1616.05,1616.05,665.38,"NAD83",762059.3,4659703.78,49.786159,"NY14","31003000440000",-77.83361,42.04572,TRUE
"15",11510,NA,"Allegany","NY",42.0856,-77.79157,"NAD83",4820,0,4817,2083,"ft",112,0,NA,44.44,1468.22,1468.22,634.9,"NAD83",765372.7,4664262.16,49.56904,"NY15","31003000840000",-77.79157,42.0856,TRUE
"16",11511,NA,"Allegany","NY",42.11943,-78.14545,"NAD83",6250,0,4169,2072,"ft",121,0,NA,49.44,1270.71,1270.71,631.55,"NAD83",735974.7,4666979.78,53.00967,"NY16","31003002470000",-78.14545,42.11943,TRUE
"17",11512,NA,"Allegany","NY",42.0779,-77.79048,"NAD83",4862,0,4861,2062,"ft",106,0,NA,41.11,1481.63,1481.63,628.5,"NAD83",765495,4663410.48,46.354098,"NY17","31003002560000",-77.79048,42.0779,TRUE
"18",11513,NA,"Allegany","NY",42.03114,-77.88871,"NAD83",4745,0,4801,2015,"ft",114,0,NA,45.56,1463.34,1463.34,614.17,"NAD83",757557.54,4657917.23,50.647445,"NY18","31003002580000",-77.88871,42.03114,TRUE
"19",11514,NA,"Allegany","NY",42.04916,-77.86145,"NAD83",4991,0,5065,2288,"ft",107,0,NA,41.67,1543.81,1543.81,697.38,"NAD83",759740.92,4660000.79,47.461791,"NY19","31003002590000",-77.86145,42.04916,TRUE
"20",11515,NA,"Allegany","NY",42.05397,-77.84227,"NAD83",4943,0,4940,2142,"ft",107,0,NA,41.67,1505.71,1505.71,652.88,"NAD83",761308.65,4660593.4,47.12346,"NY20","31003002760000",-77.84227,42.05397,TRUE
"21",11516,NA,"Allegany","NY",42.0026,-77.93867,"NAD83",4868,0,4850,1890,"ft",113,0,NA,45,1478.28,1478.28,576.07,"NAD83",753534.81,4654598.66,50.215251,"NY21","31003003710001",-77.93867,42.0026,TRUE
"22",11517,NA,"Allegany","NY",42.0185,-77.937,"NAD83",4565,0,4540,1717,"ft",119,0,NA,48.33,1383.79,1383.79,523.34,"NAD83",753609.9,4656369.24,52.760685,"NY22","31003003790001",-77.937,42.0185,TRUE
"23",11518,NA,"Allegany","NY",42.0038,-77.9593,"NAD83",4966,0,4948,1972,"ft",117,0,NA,47.22,1508.15,1508.15,601.07,"NAD83",751821.36,4654670.97,52.69487,"NY23","31003003810001",-77.9593,42.0038,TRUE
"24",11519,NA,"Allegany","NY",42.01575,-77.93196,"NAD83",4953,0,5073,2064,"ft",111,0,NA,43.89,1546.25,1546.25,629.11,"NAD83",754038.2,4656078.82,49.703749,"NY24","31003003830000",-77.93196,42.01575,TRUE
"25",11520,NA,"Allegany","NY",42.05343,-77.83453,"NAD83",4878,0,4958,2189,"ft",111,0,NA,43.89,1511.2,1511.2,667.21,"NAD83",761951.44,4660557.14,49.391682,"NY25","31003003970000",-77.83453,42.05343,TRUE
"26",11521,NA,"Allegany","NY",42.04201,-77.89445,"NAD83",4975,0,4964,2127,"ft",110,0,NA,43.33,1513.03,1513.03,648.31,"NAD83",757038.47,4659107.02,48.847796,"NY26","31003003980000",-77.89445,42.04201,TRUE
"27",11522,NA,"Allegany","NY",42.03926,-77.88357,"NAD83",4990,0,4981,2185,"ft",106,0,NA,41.11,1518.21,1518.21,665.99,"NAD83",757950.2,4658834.42,46.673516,"NY27","31003003990000",-77.88357,42.03926,TRUE
"28",11523,NA,"Allegany","NY",42.06841,-77.80614,"NAD83",5005,0,4982,2204,"ft",110,0,NA,43.33,1518.51,1518.51,671.78,"NAD83",764238.85,4662308.07,48.896169,"NY28","31003004020000",-77.80614,42.06841,TRUE
"29",11524,NA,"Allegany","NY",42.08024,-77.80374,"NAD83",4690,0,4693,1965,"ft",111,0,NA,43.89,1430.43,1430.43,598.93,"NAD83",764388.27,4663629.19,48.700827,"NY29","31003004120000",-77.80374,42.08024,TRUE
"30",11525,NA,"Allegany","NY",42.04119,-77.84872,"NAD83",5057,0,5028,2274,"ft",119,0,NA,48.33,1532.53,1532.53,693.12,"NAD83",760827.17,4659154.51,54.020734,"NY30","31003004350000",-77.84872,42.04119,TRUE
"31",11526,NA,"Allegany","NY",42.0427,-77.86347,"NAD83",4821,0,4897,2143,"ft",114,0,NA,45.56,1492.61,1492.61,653.19,"NAD83",759600.06,4659277.29,50.899127,"NY31","31003004360000",-77.86347,42.0427,TRUE
"32",11527,NA,"Allegany","NY",42.04256,-77.875,"NAD83",4980,0,4975,2204,"ft",105,0,NA,40.56,1516.38,1516.38,671.78,"NAD83",758646.23,4659226.78,46.107346,"NY32","31003004370000",-77.875,42.04256,TRUE
"33",11528,NA,"Allegany","NY",42.04297,-77.85084,"NAD83",5003,0,2327,2272,"ft",70,0,NA,21.11,709.27,709.27,692.51,"NAD83",760644.4,4659345.71,21.826567,"NY33","31003004390000",-77.85084,42.04297,TRUE
"34",11529,NA,"Allegany","NY",42.03659,-77.89464,"NAD83",4948,0,5004,2273,"ft",107,0,NA,41.67,1525.22,1525.22,692.81,"NAD83",757044.61,4658504.58,47.295641,"NY34","31003004400000",-77.89464,42.03659,TRUE
"35",11530,NA,"Allegany","NY",42.0438,-77.85582,"NAD83",5010,0,5021,2279,"ft",110,0,NA,43.33,1530.4,1530.4,694.64,"NAD83",760228.79,4659422.7,49.001735,"NY35","31003004410000",-77.85582,42.0438,TRUE
"36",11531,NA,"Allegany","NY",42.04655,-77.84835,"NAD83",4913,0,4903,2208,"ft",111,0,NA,43.89,1494.43,1494.43,673,"NAD83",760835.85,4659750.86,49.24495,"NY36","31003004440000",-77.84835,42.04655,TRUE
"37",11532,NA,"Allegany","NY",42.0495,-77.84826,"NAD83",4933,0,4916,2254,"ft",110,0,NA,43.33,1498.4,1498.4,687.02,"NAD83",760831.22,4660078.72,48.719533,"NY37","31003004450000",-77.84826,42.0495,TRUE
"39",11534,NA,"Allegany","NY",42.03789,-77.85848,"NAD83",4966,0,5031,2249,"ft",117,0,NA,47.22,1533.45,1533.45,685.5,"NAD83",760032.74,4658758.32,52.918949,"NY39","31003004460000",-77.85848,42.03789,TRUE
"41",11536,NA,"Allegany","NY",42.0361,-77.85416,"NAD83",4911,0,4991,2206,"ft",110,0,NA,43.33,1521.26,1521.26,672.39,"NAD83",760397.67,4658572.7,48.920511,"NY41","31003004470000",-77.85416,42.0361,TRUE
"42",11537,NA,"Allegany","NY",42.0061,-77.9693,"NAD83",4912,0,4740,2118,"ft",120,0,NA,48.89,1444.75,1444.75,645.57,"NAD83",750984.06,4654896.98,53.820352,"NY42","31003004710001",-77.9693,42.0061,TRUE
"43",11538,NA,"Allegany","NY",42.03555,-77.87951,"NAD83",4889,0,5040,2216,"ft",104,0,NA,40,1536.19,1536.19,675.44,"NAD83",758301.33,4658434.7,45.723443,"NY43","31003010020000",-77.87951,42.03555,TRUE
"44",11539,NA,"Allegany","NY",42.03623,-77.86439,"NAD83",4975,0,4951,2198,"ft",111,0,NA,43.89,1509.06,1509.06,669.95,"NAD83",759550.26,4658556.02,49.372864,"NY44","31003018050000",-77.86439,42.03623,TRUE
"46",11541,NA,"Allegany","NY",42.08409,-77.7947,"NAD83",4828,0,4826,2089,"ft",108,0,NA,42.22,1470.96,1470.96,636.73,"NAD83",765120.08,4664084.76,47.372459,"NY46","31003023170000",-77.7947,42.08409,TRUE
"47",11542,NA,"Allegany","NY",42.34618,-78.21585,"NAD83",3330,0,3329,1679,"ft",96,0,NA,35.56,1014.68,1014.68,511.76,"NAD83",729331.49,4691967.27,37.52477,"NY47","31003040250000",-78.21585,42.34618,TRUE
"49",11544,NA,"Allegany","NY",42.04022,-77.84651,"NAD83",5008,0,5114,2236,"ft",108,0,NA,42.22,1558.75,1558.75,681.53,"NAD83",761014.08,4659053.55,48.146773,"NY50","31003046730000",-77.84651,42.04022,TRUE
"50",11545,NA,"Allegany","NY",42.06284,-78.12151,"NAD83",4813,0,4816,1987,"ft",110,0,NA,43.33,1467.92,1467.92,605.64,"NAD83",738165.7,4660762.2,48.456478,"NY51","31003048330000",-78.12151,42.06284,TRUE
"51",11546,NA,"Allegany","NY",42.02097,-78.02604,"NAD83",1199,0,1199,1900,"ft",62.5,0,NA,16.94,365.46,365.46,579.12,"NAD83",746227.34,4656383.27,17.041489,"NY52","31003050390000",-78.02604,42.02097,TRUE
"52",11547,NA,"Allegany","NY",42.06795,-77.7544,"NAD83",1882,0,1881.8,2245,"ft",70,0,NA,21.11,573.57,573.57,684.28,"NAD83",768521.88,4662418.35,21.495994,"NY53","31003079450000",-77.7544,42.06795,TRUE
"53",11548,NA,"Allegany","NY",42.13194,-77.8709,"NAD83",4950,0,4950,2170,"ft",125,0,NA,51.67,1508.76,1508.76,661.42,"NAD83",758621.92,4669164.63,57.150228,"NY54","31003080340000",-77.8709,42.13194,TRUE
"54",11549,NA,"Allegany","NY",42.43323,-77.96492,"NAD83",3412,0,3421,1925,"ft",95,0,NA,35,1042.72,1042.72,586.74,"NAD83",749656.84,4702341.95,37.116035,"NY55","31003091940000",-77.96492,42.43323,TRUE
"55",11550,NA,"Allegany","NY",42.11977,-77.84671,"NAD83",4957,0,4937,2196,"ft",105,0,NA,40.56,1504.8,1504.8,669.34,"NAD83",760671.38,4667886.78,46.005485,"NY56","31003093300000",-77.84671,42.11977,TRUE
"56",11551,NA,"Allegany","NY",42.04215,-77.86771,"NAD83",4932,0,4932,0,"ft",109,0,NA,42.78,1503.27,1503.27,0,"NAD83",759251.33,4659203.34,48.212086,"NY57","31003093560000",-77.86771,42.04215,TRUE
"57",11552,NA,"Allegany","NY",42.05012,-77.84577,"NAD83",5015,0,5010,2244,"ft",106,0,NA,41.11,1527.05,1527.05,683.97,"NAD83",761034.77,4660155.17,46.751907,"NY58","31003093570000",-77.84577,42.05012,TRUE
"59",11554,NA,"Allegany","NY",42.16004,-78.01252,"NAD83",4470,0,4468,2007,"ft",97.4,0,NA,36.33,1361.85,1361.85,611.73,"NAD83",746806.59,4671865.48,40.586806,"NY60","31003117620000",-78.01252,42.16004,TRUE
"60",11555,NA,"Allegany","NY",42.31236,-78.28112,"NAD83",3989,0,3997,2127,"ft",97,0,NA,36.11,1218.29,1218.29,648.31,"NAD83",724074.9,4688037.59,39.311064,"NY61","31003119780000",-78.28112,42.31236,TRUE
"61",11556,NA,"Allegany","NY",42.13676,-77.95917,"NAD83",1806,0,1804,1538,"ft",70,0,NA,21.11,549.86,549.86,468.78,"NAD83",751306.59,4669436.08,21.450946,"NY62","31003129270000",-77.95917,42.13676,TRUE
"62",11557,NA,"Allegany","NY",42.03857,-77.86365,"NAD83",4987,0,4997,2193,"ft",105,0,NA,40.56,1523.09,1523.09,668.43,"NAD83",759601.99,4658818.11,46.166734,"NY63","31003135320000",-77.86365,42.03857,TRUE
"63",11558,NA,"Allegany","NY",42.0416,-77.85517,"NAD83",5015,0,5014,2234,"ft",105,0,NA,40.56,1528.27,1528.27,680.92,"NAD83",760291.58,4659180.38,46.212762,"NY64","31003135330000",-77.85517,42.0416,TRUE
"64",11559,NA,"Allegany","NY",42.04036,-77.85905,"NAD83",5000,0,5010,2214,"ft",90,0,NA,32.22,1527.05,1527.05,674.83,"NAD83",759975.47,4659030.87,37.861907,"NY65","31003135340000",-77.85905,42.04036,TRUE
"67",11562,NA,"Allegany","NY",42.34913,-77.81962,"NAD83",3670,0,5320,1840,"ft",111,0,NA,43.89,1621.54,1621.54,560.83,"NAD83",761959.74,4693440.34,50.397831,"NY68","31003135490000",-77.81962,42.34913,TRUE
"68",11563,NA,"Allegany","NY",42.44087,-77.98481,"NAD83",3146,0,3148,1820,"ft",93,0,NA,33.89,959.51,959.51,554.74,"NAD83",747990.46,4703132.04,35.575217,"NY69","31003136840000",-77.98481,42.44087,TRUE
"69",11564,NA,"Allegany","NY",42.43007,-78.14977,"NAD83",2333,0,2326,1244,"ft",82,0,NA,27.78,708.96,708.96,379.17,"NAD83",734462.25,4701463.61,28.495663,"NY70","31003142530000",-78.14977,42.43007,TRUE
"70",11565,NA,"Allegany","NY",42.0867,-77.79821,"NAD83",4920,0,4924,2167,"ft",123,0,NA,50.56,1500.84,1500.84,660.5,"NAD83",764818.86,4664363.7,55.970835,"NY71","31003144850000",-77.79821,42.0867,TRUE
"72",11567,NA,"Allegany","NY",42.07625,-77.81555,"NAD83",4910,0,4890,2174,"ft",104,0,NA,40,1490.47,1490.47,662.64,"NAD83",763427.79,4663149.62,45.320549,"NY73","31003145700000",-77.81555,42.07625,TRUE
"73",11568,NA,"Allegany","NY",42.08574,-77.81721,"NAD83",4775,0,4786,2006,"ft",103,0,NA,39.44,1458.77,1458.77,611.43,"NAD83",763251.18,4664198.34,44.488626,"NY74","31003145710000",-77.81721,42.08574,TRUE
"76",11571,NA,"Allegany","NY",42.08938,-77.79351,"NAD83",4980,0,4969,2217,"ft",111,0,NA,43.89,1514.55,1514.55,675.74,"NAD83",765196.46,4664675.9,49.421195,"NY77","31003146100000",-77.79351,42.08938,TRUE
"77",11572,NA,"Allegany","NY",42.079,-77.81029,"NAD83",4700,0,4696,0,"ft",102,0,NA,38.89,1431.34,1431.34,0,"NAD83",763851.56,4663471.24,43.708384,"NY78","31003146650000",-77.81029,42.079,TRUE
"78",11573,NA,"Allegany","NY",42.07687,-77.77296,"NAD83",1767,0,1766.5,2180,"ft",66,0,NA,18.89,538.43,538.43,664.46,"NAD83",766948.75,4663350.72,19.210496,"NY79","31003148170000",-77.77296,42.07687,TRUE
"79",11574,NA,"Allegany","NY",42.0889,-77.78975,"NAD83",4935,0,4924,2190,"ft",117,0,NA,47.22,1500.84,1500.84,667.51,"NAD83",765509.47,4664634.28,52.630835,"NY80","31003148680000",-77.78975,42.0889,TRUE
"81",11576,NA,"Allegany","NY",42.06415,-77.84283,"NAD83",4945,0,4947,2104,"ft",103,0,NA,39.44,1507.85,1507.85,641.3,"NAD83",761220.53,4661722.16,44.912235,"NY82","31003150540000",-77.84283,42.06415,TRUE
"82",11577,NA,"Allegany","NY",42.07226,-77.82753,"NAD83",4950,0,4950,2178,"ft",109,0,NA,42.78,1508.76,1508.76,663.85,"NAD83",762453.12,4662669.65,48.260228,"NY83","31003152160000",-77.82753,42.07226,TRUE
"83",11578,NA,"Allegany","NY",42.04531,-77.8596,"NAD83",5011,0,5000,2230,"ft",107,0,NA,41.67,1524,1524,679.7,"NAD83",759909.75,4659578.88,47.284808,"NY84","31003152480000",-77.8596,42.04531,TRUE
"84",11579,NA,"Allegany","NY",42.03376,-77.87693,"NAD83",4918,0,4917,0,"ft",109,0,NA,42.78,1498.7,1498.7,0,"NAD83",758522.17,4658243.73,48.17215,"NY85","31003152530000",-77.87693,42.03376,TRUE
"88",11583,NA,"Allegany","NY",42.10898,-77.7678,"NAD83",5050,0,5031,0,"ft",114,0,NA,45.56,1533.45,1533.45,0,"NAD83",767240.66,4666932.63,51.258949,"NY89","31003154000000",-77.7678,42.10898,TRUE
"89",11584,NA,"Allegany","NY",42.38574,-78.24499,"NAD83",4205,0,4368,1641,"ft",102,0,NA,38.89,1331.37,1331.37,500.18,"NAD83",726788.59,4696282.1,42.910622,"NY90","31003155120000",-78.24499,42.38574,TRUE
"90",11585,NA,"Allegany","NY",42.04528,-78.23111,"NAD83",1934,0,1925,2090,"ft",74,0,NA,23.33,586.74,586.74,637.03,"NAD83",729159.85,4658512.61,23.742579,"NY91","31003156470000",-78.23111,42.04528,TRUE
"91",11586,NA,"Allegany","NY",42.04806,-78.2265,"NAD83",2009,0,1995,0,"ft",74,0,NA,23.33,608.08,608.08,0,"NAD83",729531.4,4658833.68,23.788078,"NY92","31003157190000",-78.2265,42.04806,TRUE
"92",11587,NA,"Allegany","NY",42.26327,-78.22416,"NAD83",3516,0,3510,1537,"ft",90,0,NA,32.22,1069.85,1069.85,468.48,"NAD83",728947.4,4682737.95,34.488246,"NY93","31003157380000",-78.22416,42.26327,TRUE
"93",11588,NA,"Allegany","NY",42.02688,-77.90108,"NAD83",4351,0,4433,1619,"ft",106,0,NA,41.11,1351.18,1351.18,493.47,"NAD83",756550.57,4657406.97,45.283409,"NY94","31003159420000",-77.90108,42.02688,TRUE
"94",11589,NA,"Allegany","NY",42.42759,-78.1689,"NAD83",2460,0,2441,1373,"ft",73,0,NA,22.78,744.02,744.02,418.49,"NAD83",732897.68,4701135.52,23.602359,"NY95","31003162020000",-78.1689,42.42759,TRUE
"98",11593,NA,"Allegany","NY",42.06869,-77.83122,"NAD83",4864,0,4858,2052,"ft",107,0,NA,41.67,1480.72,1480.72,625.45,"NAD83",762162.53,4662261.88,46.906255,"NY99","31003162040000",-77.83122,42.06869,TRUE
"99",11594,NA,"Allegany","NY",42.06525,-77.83711,"NAD83",4706,0,4696,1911,"ft",106,0,NA,41.11,1431.34,1431.34,582.47,"NAD83",761689.32,4661861.81,45.928384,"NY100","31003162050000",-77.83711,42.06525,TRUE
"100",11595,NA,"Allegany","NY",42.07433,-77.82101,"NAD83",4975,0,4960,2216,"ft",115,0,NA,46.11,1511.81,1511.81,675.44,"NAD83",762984.01,4662919.58,51.617051,"NY101","31003162060000",-77.82101,42.07433,TRUE
"101",11596,NA,"Allegany","NY",42.06085,-77.84117,"NAD83",4889,0,4888,2084,"ft",109,0,NA,42.78,1489.86,1489.86,635.2,"NAD83",761371.44,4661360.78,48.095258,"NY102","31003162070000",-77.84117,42.06085,TRUE
"102",11597,NA,"Allegany","NY",42.10087,-77.78182,"NAD83",5048,0,5048,2304,"ft",110,0,NA,43.33,1538.63,1538.63,702.26,"NAD83",766115.3,4665988.22,49.075292,"NY103","31003162080000",-77.78182,42.10087,TRUE
"103",11598,NA,"Allegany","NY",42.24171,-78.03995,"NAD83",3350,0,3350,1369,"ft",85,0,NA,29.44,1021.08,1021.08,417.27,"NAD83",744225.28,4680855.7,31.438752,"NY104","31003162270000",-78.03995,42.24171,TRUE
"104",11599,NA,"Allegany","NY",42.42099,-78.17901,"NAD83",4262,0,4245.6,1475,"ft",97,0,NA,36.11,1294.06,1294.06,449.58,"NAD83",732090.29,4700374.9,39.850204,"NY105","31003162380000",-78.17901,42.42099,TRUE
"105",11600,NA,"Allegany","NY",42.21223,-77.88784,"NAD83",4199,0,4168,1949,"ft",98,0,NA,36.67,1270.41,1270.41,594.06,"NAD83",756896.22,4678029.5,40.237505,"NY106","31003162390000",-77.88784,42.21223,TRUE
"106",11601,NA,"Allegany","NY",42.11063,-77.75599,"NAD83",4946,0,4946,2250,"ft",105,0,NA,40.56,1507.54,1507.54,685.8,"NAD83",768210.26,4667152.91,46.029514,"NY107","31003163420000",-77.75599,42.11063,TRUE
"107",11602,NA,"Allegany","NY",42.39335,-78.1955,"NAD83",3000,0,3000,1522,"ft",86,0,NA,30,914.4,914.4,463.91,"NAD83",730834.92,4697260.54,31.474504,"NY108","31003165530000",-78.1955,42.39335,TRUE
"108",11603,NA,"Allegany","NY",42.17199,-78.01709,"NAD83",4115,0,4080,1781,"ft",102,0,NA,38.89,1243.58,1243.58,542.85,"NAD83",746382.59,4673179.27,42.266415,"NY109","31003165570000",-78.01709,42.17199,TRUE
"109",11604,NA,"Allegany","NY",42.66604,-77.77453,"NAD83",3669,0,3669,1680,"ft",91.5,0,NA,33.06,1118.31,1118.31,512.06,"NAD83",764333.92,4728774.55,35.614342,"NY110","31003171060000",-77.77453,42.66604,TRUE
"110",11605,NA,"Allegany","NY",42.05494,-77.8502,"NAD83",4970,0,4950,2170,"ft",108,0,NA,42.22,1508.76,1508.76,661.42,"NAD83",760648.39,4660676.9,47.700228,"NY111","31003177310000",-77.8502,42.05494,TRUE
"111",11606,NA,"Allegany","NY",42.08918,-77.78292,"NAD83",4832,0,4815,2080,"ft",102,0,NA,38.89,1467.61,1467.61,633.98,"NAD83",766073.25,4664686.64,44.013832,"NY112","31003177320000",-77.78292,42.08918,TRUE
"112",11607,NA,"Allegany","NY",42.03582,-77.87066,"NAD83",4825,0,4825,2045,"ft",102,0,NA,38.89,1470.66,1470.66,623.32,"NAD83",759032.87,4658491.47,44.039893,"NY113","31003177540000",-77.87066,42.03582,TRUE
"113",11608,NA,"Allegany","NY",42.09482,-77.78219,"NAD83",4990,0,4968,0,"ft",111,0,NA,43.89,1514.25,1514.25,0,"NAD83",766110.03,4665315.23,49.418549,"NY114","31003177550000",-77.78219,42.09482,TRUE
"114",11609,NA,"Allegany","NY",42.0966,-77.79437,"NAD83",4997,0,4979,2228,"ft",107,0,NA,41.67,1517.6,1517.6,679.09,"NAD83",765095.22,4665475,47.228124,"NY115","31003177690000",-77.79437,42.0966,TRUE
"115",11610,NA,"Allegany","NY",42.11376,-78.2475,"NAD83",1187,0,1177.3,1650,"ft",62,0,NA,16.67,358.84,358.84,502.92,"NAD83",727558.26,4666073.07,16.766103,"NY116","31003178050000",-78.2475,42.11376,TRUE
"116",11611,NA,"Allegany","NY",42.11251,-78.24737,"NAD83",1156,0,1151,1600,"ft",62,0,NA,16.67,350.82,350.82,487.68,"NAD83",727573.48,4665934.61,16.759835,"NY117","31003178060000",-78.24737,42.11251,TRUE
"117",11612,NA,"Allegany","NY",42.05494,-77.85499,"NAD83",5005,0,5011,2100,"ft",104,0,NA,40,1527.35,1527.35,640.08,"NAD83",760251.97,4660662.3,45.644576,"NY118","31003178300000",-77.85499,42.05494,TRUE
"118",11613,NA,"Allegany","NY",42.0713,-77.82292,"NAD83",4960,0,4941,2188,"ft",105,0,NA,40.56,1506.02,1506.02,666.9,"NAD83",762838.5,4662577.22,46.016178,"NY119","31003178310000",-77.82292,42.0713,TRUE
"119",11614,NA,"Allegany","NY",42.05287,-77.84596,"NAD83",5050,0,5049,2245,"ft",104,0,NA,40,1538.94,1538.94,684.28,"NAD83",761007.77,4660459.97,45.74807,"NY120","31003178320000",-77.84596,42.05287,TRUE
"120",11615,NA,"Allegany","NY",42.10924,-78.24812,"NAD83",1413,0,1407,1775,"ft",63,0,NA,17.22,428.85,428.85,541.02,"NAD83",727523.18,4665569.49,17.383403,"NY121","31003179550000",-78.24812,42.10924,TRUE
"121",11616,NA,"Allegany","NY",42.40488,-78.04785,"NAD83",4851,0,3527,1760,"ft",107,0,NA,41.67,1075.03,1075.03,536.45,"NAD83",742944.24,4698952.94,43.96796,"NY122","31003186510000",-78.04785,42.40488,TRUE
"122",11617,NA,"Allegany","NY",42.00136,-78.18648,"NAD83",1270,0,1268,1710,"ft",65,0,NA,18.33,386.49,386.49,521.21,"NAD83",733014.29,4653756.2,18.449909,"NY123","31003186760000",-78.18648,42.00136,TRUE
"123",11618,NA,"Allegany","NY",42.00339,-78.18549,"NAD83",1370,0,1367,1800,"ft",66,0,NA,18.89,416.66,416.66,548.64,"NAD83",733088.87,4653984.31,19.039977,"NY124","31003187890000",-78.18549,42.00339,TRUE
"124",11619,NA,"Allegany","NY",42.21649,-77.87949,"NAD83",4084,0,4150,1810,"ft",95,0,NA,35,1264.92,1264.92,551.69,"NAD83",757568.22,4678527.79,38.527983,"NY125","31003188490000",-77.87949,42.21649,TRUE
"125",11620,NA,"Allegany","NY",42.00136,-78.18501,"NAD83",1343,0,1337.2,1760,"ft",66,0,NA,18.89,407.58,407.58,536.45,"NAD83",733136.04,4653760.2,19.030462,"NY126","31003188920000",-78.18501,42.00136,TRUE
"126",11621,NA,"Allegany","NY",42.0024,-78.18593,"NAD83",1320,0,1313.2,1770,"ft",66,0,NA,18.89,400.26,400.26,539.5,"NAD83",733056.04,4653873.18,19.023086,"NY127","31003188930000",-78.18593,42.0024,TRUE
"127",11622,NA,"Allegany","NY",42.1043,-77.93872,"NAD83",1471,0,1353,1510,"ft",65.3,0,NA,18.5,412.39,412.39,460.25,"NAD83",753126.11,4665891.93,18.645451,"NY128","31003189020000",-77.93872,42.1043,TRUE
"128",11623,NA,"Allegany","NY",42.16773,-78.02736,"NAD83",4230,0,4187,1830,"ft",101,0,NA,38.33,1276.2,1276.2,557.78,"NAD83",745550.72,4672676.59,41.939418,"NY129","31003189520000",-78.02736,42.16773,TRUE
"129",11624,NA,"Allegany","NY",42.06284,-77.75547,"NAD83",1802,0,1800.3,2144,"ft",72,0,NA,22.22,548.73,548.73,653.49,"NAD83",768454.9,4661847.52,22.558888,"NY130","31003190320000",-77.75547,42.06284,TRUE
